"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"906","RT @PaxHart: .@dxguy7 Many do. They are the ones who voted for #Trump. The media refuses to acknowledge them and liberal gays attack them.…",FALSE,0,NA,2016-12-19 01:03:58,FALSE,NA,"810651856431104000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChasBavolar",26,TRUE,FALSE,NA,NA,"Pittsburgh/Regina","en","http://pbs.twimg.com/profile_images/791527527256698880/7F_2wLLi_normal.jpg"
"907","RT @XRider1800: RT @KevinJacksonTBS: So #Walmart sells #BLM stuff but not #ALM stuff? https://t.co/Lw0Xh67KkS #Trump #HillaryLost",FALSE,0,NA,2016-12-19 01:03:37,FALSE,NA,"810651769957060609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SoCalEdgyGal",11,TRUE,FALSE,NA,NA,"California, USA","en","http://pbs.twimg.com/profile_images/798747883843383296/c0BgVPMl_normal.jpg"
"908","Video with #Brooklyn’s Jeff Strabone on how his #ElectoralCollege website went crazy viral. #Trump #TheResistance… https://t.co/CPW3pD8lRt",FALSE,0,NA,2016-12-19 01:03:32,FALSE,NA,"810651748285186048",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","www_Tidy_today",0,FALSE,FALSE,NA,NA,"New York, USA","en","http://pbs.twimg.com/profile_images/802352228501688320/1aWVf5j8_normal.jpg"
"909","RT @DumpTrump22: Now the God Damned #Traitor is saying that the #RussianHack was good for #America

Arrest #Trump and do it today! https://…",FALSE,0,NA,2016-12-19 01:03:30,FALSE,NA,"810651740689367040",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AuntSophie1",51,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/706527752426528768/afN7MgLJ_normal.jpg"
"910","RT @FoxBusiness: NFL legend Jim Brown betting on #Trump to restore black community  https://t.co/a4jnYFbxBC",FALSE,0,NA,2016-12-19 01:03:30,FALSE,NA,"810651739607146499",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bobco729",76,TRUE,FALSE,NA,NA,"Maryland, USA","en","http://pbs.twimg.com/profile_images/739606449765023745/P1mhjhhJ_normal.jpg"
"911","Mr. Fix It? #Trump's unconventional economic strategy https://t.co/gaCrtjewcb by #FoxBusiness",FALSE,0,NA,2016-12-19 01:03:26,FALSE,NA,"810651721856851968",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>","linkis50",0,FALSE,FALSE,NA,NA,"New York, USA","ru","http://pbs.twimg.com/profile_images/737375335478644736/EE73QcOn_normal.jpg"
"912","RT @LanceSilver1: #GOP

#DEMOCRATS #CLINTON FOOLS #MAINSTREAMMEDIA + ARROGANT MYOPIC #PUNDITS PROVED #TRUMP HAD NO CHANCE TO BE #POTUS
&amp;
SC…",FALSE,0,NA,2016-12-19 01:02:56,FALSE,NA,"810651597978173440",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","BritBranwell",42,TRUE,FALSE,NA,NA,"Ramparts of  New England","en","http://pbs.twimg.com/profile_images/809550487020335108/eUZ68HD1_normal.jpg"
"913","RT @RealDLHughley: Remember when #Trump claimed #Obama wasn't #POTUS be cause wasn't born here! Well thanks to Russian Hackers neither was…",FALSE,0,NA,2016-12-19 01:02:49,FALSE,NA,"810651567942725632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","akilikt",91,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/684882408253042688/fafTdNVn_normal.jpg"
"914","RT @FoxBusiness: Mr. Fix It? #Trump's unconventional economic strategy https://t.co/5wpDVVCstW",FALSE,0,NA,2016-12-19 01:02:47,FALSE,NA,"810651557293334528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cchhjh_josette",20,TRUE,FALSE,NA,NA,"AMERICA HOME OF THE BRAVE","en","http://pbs.twimg.com/profile_images/801513283547234305/X_f-b8BJ_normal.jpg"
"915","RT @true_pundit: ‘Faithless Elector’ Lied About Being A 9/11 First Responder #Trump #TruePundit

https://t.co/5GmNy7PVHJ",FALSE,0,NA,2016-12-19 01:02:40,FALSE,NA,"810651530797973505",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Glossology",78,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/474962080143908864/WDIfzCL4_normal.jpeg"
"916","RT @RegBlog: With #Trump administration, read @PennLaw Daniel Walters on Presidential #Nonenforcement Discretion @PennLawReview https://t.c…",FALSE,0,NA,2016-12-19 01:02:37,FALSE,NA,"810651518911336449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","J_A_Goodwin",1,TRUE,FALSE,NA,NA,"Philadelphia/Washington, DC","en","http://pbs.twimg.com/profile_images/378800000462396717/40b6ca623644e3ce6addf15947b0c27b_normal.jpeg"
"917","RT @DumpTrump22: #Trump proved throughout his campaign and in the month since he won that he would not only lie repeatedly, but he could ge…",FALSE,0,NA,2016-12-19 01:02:18,FALSE,NA,"810651437411635200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joh53293471",155,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/788087191201341440/wmHFCQHW_normal.jpg"
"918","RT @FoxBusiness: Mr. Fix It? #Trump's unconventional economic strategy https://t.co/5wpDVVCstW",FALSE,0,NA,2016-12-19 01:02:08,FALSE,NA,"810651395472793600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoeBlow68228323",20,TRUE,FALSE,NA,NA,"From Nevada to West Virginia","en","http://pbs.twimg.com/profile_images/809315569803505664/iP1WozHT_normal.jpg"
